Actual Arrival Date,Actual Arrival Date (Day),Actual Arrival Date (Hour),Actual Arrival Date (Minute),Actual Arrival Date (Month),Actual Arrival Date (Quarter),Actual Arrival Date (Second),Actual Arrival Date (Week),Actual Arrival Date (Year),Actual Arrival Date (Epoch days),Actual Arrival Date (Epoch seconds),Communicating With(Provider ID and Customer ID),Customer ID,Order Stage,Order Type,Ordered Date,Ordered Date (Day),Ordered Date (Hour),Ordered Date (Minute),Ordered Date (Month),Ordered Date (Quarter),Ordered Date (Second),Ordered Date (Week),Ordered Date (Year),Ordered Date (Epoch days),Ordered Date (Epoch seconds),Ordered ID,Ordered Quantity,Product IDs,Product Name,Promised Arrival Date,Promised Arrival Date (Day),Promised Arrival Date (Hour),Promised Arrival Date (Minute),Promised Arrival Date (Month),Promised Arrival Date (Quarter),Promised Arrival Date (Second),Promised Arrival Date (Week),Promised Arrival Date (Year),Promised Arrival Date (Epoch days),Promised Arrival Date (Epoch seconds),Warehouse IDs
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Picked,Purchase,5/19/2019,19,00,00,05,2,00,20,2019,18035,1558224000,ORD2304,1000,PRO1024,Excelsa,5/21/2019,21,00,00,05,2,00,21,2019,18037,1558396800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Packaged,Purchase,5/20/2019,20,00,00,05,2,00,20,2019,18036,1558310400,ORD2305,1500,PRO1025,Bigelow�Tea�Company,5/22/2019,22,00,00,05,2,00,21,2019,18038,1558483200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Shipped,Purchase,5/21/2019,21,00,00,05,2,00,21,2019,18037,1558396800,ORD2306,1000,PRO1026,Yogi�Tea,5/23/2019,23,00,00,05,2,00,21,2019,18039,1558569600,WSW1001
5/25/2019,25,00,00,05,2,00,21,2019,18041,1558742400,SERVICEPROVIDER1017,PROVIDER1022,Item Delivered,Purchase,5/22/2019,22,00,00,05,2,00,21,2019,18038,1558483200,ORD2307,500,PRO1027,Chicken Packaged,5/24/2019,24,00,00,05,2,00,21,2019,18040,1558656000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Ordered,Purchase,5/23/2019,23,00,00,05,2,00,21,2019,18039,1558569600,ORD2308,1500,PRO1028,Beef Packaged,5/25/2019,25,00,00,05,2,00,21,2019,18041,1558742400,WSW1001
5/27/2019,27,00,00,05,2,00,21,2019,18043,1558915200,SERVICEPROVIDER1017,PROVIDER1022,Order Received,Purchase,5/24/2019,24,00,00,05,2,00,21,2019,18040,1558656000,ORD2309,1000,PRO1029,Pork Packaged,5/26/2019,26,00,00,05,2,00,21,2019,18042,1558828800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Picked,Purchase,5/25/2019,25,00,00,05,2,00,21,2019,18041,1558742400,ORD2310,500,PRO1030,Philadelphia,5/27/2019,27,00,00,05,2,00,21,2019,18043,1558915200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Packaged,Purchase,5/26/2019,26,00,00,05,2,00,21,2019,18042,1558828800,ORD2311,1500,PRO1031,American Garden,5/28/2019,28,00,00,05,2,00,22,2019,18044,1559001600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Shipped,Purchase,5/27/2019,27,00,00,05,2,00,21,2019,18043,1558915200,ORD2312,1500,PRO1032,Chicken's Egg,5/29/2019,29,00,00,05,2,00,22,2019,18045,1559088000,WSW1001
5/31/2019,31,00,00,05,2,00,22,2019,18047,1559260800,SERVICEPROVIDER1017,PROVIDER1021,Item Delivered,Purchase,5/28/2019,28,00,00,05,2,00,22,2019,18044,1559001600,ORD2313,1000,PRO1033,Capcicums,5/30/2019,30,00,00,05,2,00,22,2019,18046,1559174400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Ordered,Purchase,5/29/2019,29,00,00,05,2,00,22,2019,18045,1559088000,ORD2314,500,PRO1034,Milk Mist,5/31/2019,31,00,00,05,2,00,22,2019,18047,1559260800,WSW1001
2/6/2019,06,00,00,02,1,00,06,2019,17933,1549411200,SERVICEPROVIDER1017,PROVIDER1022,Order Received,Purchase,5/30/2019,30,00,00,05,2,00,22,2019,18046,1559174400,ORD2315,1000,PRO1035,Nandini,1/6/2019,06,00,00,01,1,00,01,2019,17902,1546732800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1021,Order Picked,Purchase,5/31/2019,31,00,00,05,2,00,22,2019,18047,1559260800,ORD2316,1000,PRO1036,Pine Apple,2/6/2019,06,00,00,02,1,00,06,2019,17933,1549411200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1021,Order Packaged,Purchase,1/6/2019,06,00,00,01,1,00,01,2019,17902,1546732800,ORD2317,1000,PRO1037,Goava,3/6/2019,06,00,00,03,1,00,10,2019,17961,1551830400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Shipped,Purchase,2/6/2019,06,00,00,02,1,00,06,2019,17933,1549411200,ORD2318,500,PRO1038,Anadama Breads,4/6/2019,06,00,00,04,2,00,14,2019,17992,1554508800,WSW1001
6/6/2019,06,00,00,06,2,00,23,2019,18053,1559779200,SERVICEPROVIDER1017,PROVIDER1022,Item Delivered,Purchase,3/6/2019,06,00,00,03,1,00,10,2019,17961,1551830400,ORD2319,1000,PRO1039,Arabica,5/6/2019,06,00,00,05,2,00,18,2019,18022,1557100800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1021,Ordered,Purchase,4/6/2019,06,00,00,04,2,00,14,2019,17992,1554508800,ORD2320,0,PRO1040,Lettuce Leaf,6/6/2019,06,00,00,06,2,00,23,2019,18053,1559779200,WSW1001
8/6/2019,06,00,00,08,3,00,32,2019,18114,1565049600,SERVICEPROVIDER1017,PROVIDER1022,Order Received,Purchase,5/6/2019,06,00,00,05,2,00,18,2019,18022,1557100800,ORD2321,0,PRO1041,Zinfandel,7/6/2019,06,00,00,07,3,00,27,2019,18083,1562371200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Picked,Purchase,6/6/2019,06,00,00,06,2,00,23,2019,18053,1559779200,ORD2322,0,PRO1042,Syrah,8/6/2019,06,00,00,08,3,00,32,2019,18114,1565049600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Packaged,Purchase,7/6/2019,06,00,00,07,3,00,27,2019,18083,1562371200,ORD2323,0,PRO1043,Chardonnay,9/6/2019,06,00,00,09,3,00,36,2019,18145,1567728000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Shipped,Purchase,8/6/2019,06,00,00,08,3,00,32,2019,18114,1565049600,ORD2324,0,PRO1044,Merlot,10/6/2019,06,00,00,10,4,00,40,2019,18175,1570320000,WSW1001
12/6/2019,06,00,00,12,4,00,49,2019,18236,1575590400,SERVICEPROVIDER1017,PROVIDER1022,Item Delivered,Purchase,9/6/2019,06,00,00,09,3,00,36,2019,18145,1567728000,ORD2325,0,PRO1045,Luzianne�,11/6/2019,06,00,00,11,4,00,45,2019,18206,1572998400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Ordered,Purchase,10/6/2019,06,00,00,10,4,00,40,2019,18175,1570320000,ORD2326,0,PRO1046,Robusta,12/6/2019,06,00,00,12,4,00,49,2019,18236,1575590400,WSW1001
6/14/2019,14,00,00,06,2,00,24,2019,18061,1560470400,SERVICEPROVIDER1017,PROVIDER1022,Order Received,Purchase,11/6/2019,06,00,00,11,4,00,45,2019,18206,1572998400,ORD2327,0,PRO1047,Red Diamond,6/13/2019,13,00,00,06,2,00,24,2019,18060,1560384000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1017,PROVIDER1022,Order Shipped,Purchase,12/6/2019,06,00,00,12,4,00,49,2019,18236,1575590400,ORD2328,0,PRO1048,Boston Brown Breads,6/14/2019,14,00,00,06,2,00,24,2019,18061,1560470400,WSW1001
6/16/2019,16,00,00,06,2,00,24,2019,18063,1560643200,SERVICEPROVIDER1017,PROVIDER1022,Item Delivered,Purchase,6/13/2019,13,00,00,06,2,00,24,2019,18060,1560384000,ORD2329,0,PRO1049,Cuban Breads,6/15/2019,15,00,00,06,2,00,24,2019,18062,1560556800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Ordered,Purchase,6/14/2019,14,00,00,06,2,00,24,2019,18061,1560470400,ORD2330,0,PRO1050,Grahum Breads,6/16/2019,16,00,00,06,2,00,24,2019,18063,1560643200,WSW1001
6/18/2019,18,00,00,06,2,00,25,2019,18065,1560816000,SERVICEPROVIDER1008,PROVIDER1022,Order Received,Purchase,6/15/2019,15,00,00,06,2,00,24,2019,18062,1560556800,ORD2331,0,PRO1051,Tazo and Teavana,6/17/2019,17,00,00,06,2,00,24,2019,18064,1560729600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Picked,Purchase,6/16/2019,16,00,00,06,2,00,24,2019,18063,1560643200,ORD2332,0,PRO1052,CANDLES,6/18/2019,18,00,00,06,2,00,25,2019,18065,1560816000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Packaged,Purchase,6/17/2019,17,00,00,06,2,00,24,2019,18064,1560729600,ORD2333,0,PRO1053,FILM,6/19/2019,19,00,00,06,2,00,25,2019,18066,1560902400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Shipped,Purchase,6/18/2019,18,00,00,06,2,00,25,2019,18065,1560816000,ORD2334,0,PRO1054,ARTWORK,6/20/2019,20,00,00,06,2,00,25,2019,18067,1560988800,WSW1001
6/22/2019,22,00,00,06,2,00,25,2019,18069,1561161600,SERVICEPROVIDER1008,PROVIDER1022,Item Delivered,Purchase,6/19/2019,19,00,00,06,2,00,25,2019,18066,1560902400,ORD2335,0,PRO1055,PLANTS,6/21/2019,21,00,00,06,2,00,25,2019,18068,1561075200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Ordered,Purchase,6/20/2019,20,00,00,06,2,00,25,2019,18067,1560988800,ORD2336,0,PRO1056,LIPSTICK,6/22/2019,22,00,00,06,2,00,25,2019,18069,1561161600,WSW1001
6/24/2019,24,00,00,06,2,00,25,2019,18071,1561334400,SERVICEPROVIDER1008,PROVIDER1022,Order Received,Purchase,6/21/2019,21,00,00,06,2,00,25,2019,18068,1561075200,ORD2337,0,PRO1057,COLOGNE,6/23/2019,23,00,00,06,2,00,25,2019,18070,1561248000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Picked,Purchase,6/22/2019,22,00,00,06,2,00,25,2019,18069,1561161600,ORD2338,0,PRO1058,MEDICINE,6/24/2019,24,00,00,06,2,00,25,2019,18071,1561334400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Packaged,Purchase,6/23/2019,23,00,00,06,2,00,25,2019,18070,1561248000,ORD2339,0,PRO1059,Natural peanut butter,6/25/2019,25,00,00,06,2,00,26,2019,18072,1561420800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Shipped,Purchase,6/24/2019,24,00,00,06,2,00,25,2019,18071,1561334400,ORD2340,0,PRO1060,Home-made cookies,6/26/2019,26,00,00,06,2,00,26,2019,18073,1561507200,WSW1001
6/28/2019,28,00,00,06,2,00,26,2019,18075,1561680000,SERVICEPROVIDER1008,PROVIDER1021,Item Delivered,Purchase,6/25/2019,25,00,00,06,2,00,26,2019,18072,1561420800,ORD2341,0,PRO1061,Graden seeds,6/27/2019,27,00,00,06,2,00,26,2019,18074,1561593600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Ordered,Purchase,6/26/2019,26,00,00,06,2,00,26,2019,18073,1561507200,ORD2342,0,PRO1062,Avocados,6/28/2019,28,00,00,06,2,00,26,2019,18075,1561680000,WSW1001
6/30/2019,30,00,00,06,2,00,26,2019,18077,1561852800,SERVICEPROVIDER1008,PROVIDER1022,Order Received,Purchase,6/27/2019,27,00,00,06,2,00,26,2019,18074,1561593600,ORD2343,0,PRO1063,Whole wheat flour,6/29/2019,29,00,00,06,2,00,26,2019,18076,1561766400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Picked,Purchase,6/28/2019,28,00,00,06,2,00,26,2019,18075,1561680000,ORD2344,0,PRO1064,Cut Flowers,6/30/2019,30,00,00,06,2,00,26,2019,18077,1561852800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Packaged,Purchase,6/29/2019,29,00,00,06,2,00,26,2019,18076,1561766400,ORD2345,0,PRO1065,Apricots,1/7/2019,07,00,00,01,1,00,01,2019,17903,1546819200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Shipped,Purchase,6/30/2019,30,00,00,06,2,00,26,2019,18077,1561852800,ORD2346,0,PRO1066,Asparagus,2/7/2019,07,00,00,02,1,00,06,2019,17934,1549497600,WSW1001
4/7/2019,07,00,00,04,2,00,14,2019,17993,1554595200,SERVICEPROVIDER1008,PROVIDER1021,Item Delivered,Purchase,1/7/2019,07,00,00,01,1,00,01,2019,17903,1546819200,ORD2347,0,PRO1067,Beans,3/7/2019,07,00,00,03,1,00,10,2019,17962,1551916800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Ordered,Purchase,2/7/2019,07,00,00,02,1,00,06,2019,17934,1549497600,ORD2348,0,PRO1068,Broccoli,4/7/2019,07,00,00,04,2,00,14,2019,17993,1554595200,WSW1001
6/7/2019,07,00,00,06,2,00,23,2019,18054,1559865600,SERVICEPROVIDER1008,PROVIDER1021,Order Received,Purchase,3/7/2019,07,00,00,03,1,00,10,2019,17962,1551916800,ORD2349,0,PRO1069,Black berry,5/7/2019,07,00,00,05,2,00,19,2019,18023,1557187200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Picked,Purchase,4/7/2019,07,00,00,04,2,00,14,2019,17993,1554595200,ORD2350,0,PRO1070,Cabbage,6/7/2019,07,00,00,06,2,00,23,2019,18054,1559865600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Packaged,Purchase,5/7/2019,07,00,00,05,2,00,19,2019,18023,1557187200,ORD2351,0,PRO1071,Cauliflower,7/7/2019,07,00,00,07,3,00,27,2019,18084,1562457600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Shipped,Purchase,6/7/2019,07,00,00,06,2,00,23,2019,18054,1559865600,ORD2352,0,PRO1072,Cherries,8/7/2019,07,00,00,08,3,00,32,2019,18115,1565136000,WSW1001
10/7/2019,07,00,00,10,4,00,40,2019,18176,1570406400,SERVICEPROVIDER1008,PROVIDER1021,Item Delivered,Purchase,7/7/2019,07,00,00,07,3,00,27,2019,18084,1562457600,ORD2353,0,PRO1073,Cucumber,9/7/2019,07,00,00,09,3,00,36,2019,18146,1567814400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Ordered,Purchase,8/7/2019,07,00,00,08,3,00,32,2019,18115,1565136000,ORD2354,0,PRO1074,Brinjal,10/7/2019,07,00,00,10,4,00,40,2019,18176,1570406400,WSW1001
12/7/2019,07,00,00,12,4,00,49,2019,18237,1575676800,SERVICEPROVIDER1008,PROVIDER1021,Order Received,Purchase,9/7/2019,07,00,00,09,3,00,36,2019,18146,1567814400,ORD2355,0,PRO1075,Grapes,11/7/2019,07,00,00,11,4,00,45,2019,18207,1573084800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Picked,Purchase,10/7/2019,07,00,00,10,4,00,40,2019,18176,1570406400,ORD2356,0,PRO1076,Lemons,12/7/2019,07,00,00,12,4,00,49,2019,18237,1575676800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Packaged,Purchase,11/7/2019,07,00,00,11,4,00,45,2019,18207,1573084800,ORD2357,0,PRO1077,Lettuce,7/13/2019,13,00,00,07,3,00,28,2019,18090,1562976000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Order Shipped,Purchase,12/7/2019,07,00,00,12,4,00,49,2019,18237,1575676800,ORD2358,0,PRO1078,Lime,7/14/2019,14,00,00,07,3,00,28,2019,18091,1563062400,WSW1001
7/16/2019,16,00,00,07,3,00,29,2019,18093,1563235200,SERVICEPROVIDER1008,PROVIDER1021,Item Delivered,Purchase,7/13/2019,13,00,00,07,3,00,28,2019,18090,1562976000,ORD2359,0,PRO1079,Melon water,7/15/2019,15,00,00,07,3,00,28,2019,18092,1563148800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1021,Ordered,Purchase,7/14/2019,14,00,00,07,3,00,28,2019,18091,1563062400,ORD2360,1000,PRO1080,Peach,7/16/2019,16,00,00,07,3,00,29,2019,18093,1563235200,WSW1001
7/18/2019,18,00,00,07,3,00,29,2019,18095,1563408000,SERVICEPROVIDER1008,PROVIDER1022,Order Received,Purchase,7/15/2019,15,00,00,07,3,00,28,2019,18092,1563148800,ORD2361,500,PRO1081,Cod,7/17/2019,17,00,00,07,3,00,29,2019,18094,1563321600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Picked,Purchase,7/16/2019,16,00,00,07,3,00,29,2019,18093,1563235200,ORD2362,1500,PRO1082,Salmon,7/18/2019,18,00,00,07,3,00,29,2019,18095,1563408000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Packaged,Purchase,7/17/2019,17,00,00,07,3,00,29,2019,18094,1563321600,ORD2363,1500,PRO1083,Trout,7/19/2019,19,00,00,07,3,00,29,2019,18096,1563494400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Shipped,Purchase,7/18/2019,18,00,00,07,3,00,29,2019,18095,1563408000,ORD2364,1000,PRO1084,Tuna,7/20/2019,20,00,00,07,3,00,29,2019,18097,1563580800,WSW1001
7/22/2019,22,00,00,07,3,00,29,2019,18099,1563753600,SERVICEPROVIDER1008,PROVIDER1022,Item Delivered,Purchase,7/19/2019,19,00,00,07,3,00,29,2019,18096,1563494400,ORD2365,500,PRO1085,Haddock,7/21/2019,21,00,00,07,3,00,29,2019,18098,1563667200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Ordered,Purchase,7/20/2019,20,00,00,07,3,00,29,2019,18097,1563580800,ORD2366,1000,PRO1086,Sea bream,7/22/2019,22,00,00,07,3,00,29,2019,18099,1563753600,WSW1001
7/24/2019,24,00,00,07,3,00,30,2019,18101,1563926400,SERVICEPROVIDER1008,PROVIDER1022,Order Received,Purchase,7/21/2019,21,00,00,07,3,00,29,2019,18098,1563667200,ORD2367,1000,PRO1087,Plaice,7/23/2019,23,00,00,07,3,00,30,2019,18100,1563840000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Picked,Purchase,7/22/2019,22,00,00,07,3,00,29,2019,18099,1563753600,ORD2368,1000,PRO1088,Shark,7/24/2019,24,00,00,07,3,00,30,2019,18101,1563926400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Packaged,Purchase,7/23/2019,23,00,00,07,3,00,30,2019,18100,1563840000,ORD2369,500,PRO1089,Squid,7/25/2019,25,00,00,07,3,00,30,2019,18102,1564012800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Shipped,Purchase,7/24/2019,24,00,00,07,3,00,30,2019,18101,1563926400,ORD2370,1000,PRO1090,Crab,7/26/2019,26,00,00,07,3,00,30,2019,18103,1564099200,WSW1001
7/28/2019,28,00,00,07,3,00,30,2019,18105,1564272000,SERVICEPROVIDER1008,PROVIDER1022,Item Delivered,Purchase,7/25/2019,25,00,00,07,3,00,30,2019,18102,1564012800,ORD2371,1000,PRO1091,Chardonnay,7/27/2019,27,00,00,07,3,00,30,2019,18104,1564185600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Ordered,Purchase,7/26/2019,26,00,00,07,3,00,30,2019,18103,1564099200,ORD2372,1000,PRO1092,Shrimps,7/28/2019,28,00,00,07,3,00,30,2019,18105,1564272000,WSW1001
7/30/2019,30,00,00,07,3,00,31,2019,18107,1564444800,SERVICEPROVIDER1008,PROVIDER1022,Order Received,Purchase,7/27/2019,27,00,00,07,3,00,30,2019,18104,1564185600,ORD2373,1000,PRO1093,Riesling,7/29/2019,29,00,00,07,3,00,30,2019,18106,1564358400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Picked,Purchase,7/28/2019,28,00,00,07,3,00,30,2019,18105,1564272000,ORD2374,1000,PRO1094,Langoustine,7/30/2019,30,00,00,07,3,00,31,2019,18107,1564444800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Packaged,Purchase,7/29/2019,29,00,00,07,3,00,30,2019,18106,1564358400,ORD2375,500,PRO1095,Pinot Grigio,7/31/2019,31,00,00,07,3,00,31,2019,18108,1564531200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1008,PROVIDER1022,Order Shipped,Purchase,7/30/2019,30,00,00,07,3,00,31,2019,18107,1564444800,ORD2376,1000,PRO1096,Lobster,1/8/2019,08,00,00,01,1,00,02,2019,17904,1546905600,WSW1001
3/8/2019,08,00,00,03,1,00,10,2019,17963,1552003200,SERVICEPROVIDER1009,PROVIDER1022,Item Delivered,Purchase,7/31/2019,31,00,00,07,3,00,31,2019,18108,1564531200,ORD2377,500,PRO1097,Sauvignon Blanc,2/8/2019,08,00,00,02,1,00,06,2019,17935,1549584000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Ordered,Purchase,1/8/2019,08,00,00,01,1,00,02,2019,17904,1546905600,ORD2378,1000,PRO1098,Prawn,3/8/2019,08,00,00,03,1,00,10,2019,17963,1552003200,WSW1001
5/8/2019,08,00,00,05,2,00,19,2019,18024,1557273600,SERVICEPROVIDER1009,PROVIDER1022,Order Received,Purchase,2/8/2019,08,00,00,02,1,00,06,2019,17935,1549584000,ORD2379,500,PRO1099,Cabernet Sauvignon,4/8/2019,08,00,00,04,2,00,14,2019,17994,1554681600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Picked,Purchase,3/8/2019,08,00,00,03,1,00,10,2019,17963,1552003200,ORD2380,1500,PRO1100,Crayfish,5/8/2019,08,00,00,05,2,00,19,2019,18024,1557273600,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Packaged,Purchase,4/8/2019,08,00,00,04,2,00,14,2019,17994,1554681600,ORD2381,1500,PRO1101,Pinot Noir,6/8/2019,08,00,00,06,2,00,23,2019,18055,1559952000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Shipped,Purchase,5/8/2019,08,00,00,05,2,00,19,2019,18024,1557273600,ORD2382,1000,PRO1102,Krill,7/8/2019,08,00,00,07,3,00,27,2019,18085,1562544000,WSW1001
9/8/2019,08,00,00,09,3,00,36,2019,18147,1567900800,SERVICEPROVIDER1009,PROVIDER1022,Item Delivered,Purchase,6/8/2019,08,00,00,06,2,00,23,2019,18055,1559952000,ORD2383,1000,PRO1103,Syrah,8/8/2019,08,00,00,08,3,00,32,2019,18116,1565222400,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Ordered,Purchase,7/8/2019,08,00,00,07,3,00,27,2019,18085,1562544000,ORD2384,1000,PRO1104,Barnacles,9/8/2019,08,00,00,09,3,00,36,2019,18147,1567900800,WSW1001
11/8/2019,08,00,00,11,4,00,45,2019,18208,1573171200,SERVICEPROVIDER1009,PROVIDER1022,Order Received,Purchase,8/8/2019,08,00,00,08,3,00,32,2019,18116,1565222400,ORD2385,1000,PRO1105,Land snails,10/8/2019,08,00,00,10,4,00,41,2019,18177,1570492800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Picked,Purchase,9/8/2019,08,00,00,09,3,00,36,2019,18147,1567900800,ORD2386,1000,PRO1106,Malbec,11/8/2019,08,00,00,11,4,00,45,2019,18208,1573171200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Packaged,Purchase,10/8/2019,08,00,00,10,4,00,41,2019,18177,1570492800,ORD2387,500,PRO1107,Whelks,12/8/2019,08,00,00,12,4,00,49,2019,18238,1575763200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Shipped,Purchase,11/8/2019,08,00,00,11,4,00,45,2019,18208,1573171200,ORD2388,1000,PRO1108,Merlot,8/13/2019,13,00,00,08,3,00,33,2019,18121,1565654400,WSW1001
8/15/2019,15,00,00,08,3,00,33,2019,18123,1565827200,SERVICEPROVIDER1009,PROVIDER1022,Item Delivered,Purchase,12/8/2019,08,00,00,12,4,00,49,2019,18238,1575763200,ORD2389,1000,PRO1109,Cappuccino,8/14/2019,14,00,00,08,3,00,33,2019,18122,1565740800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Packaged,Purchase,8/13/2019,13,00,00,08,3,00,33,2019,18121,1565654400,ORD2390,1000,PRO1110,Espresso,8/15/2019,15,00,00,08,3,00,33,2019,18123,1565827200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Shipped,Purchase,8/14/2019,14,00,00,08,3,00,33,2019,18122,1565740800,ORD2391,500,PRO1111,Flat White,8/16/2019,16,00,00,08,3,00,33,2019,18124,1565913600,WSW1001
8/18/2019,18,00,00,08,3,00,33,2019,18126,1566086400,SERVICEPROVIDER1009,PROVIDER1022,Item Delivered,Purchase,8/15/2019,15,00,00,08,3,00,33,2019,18123,1565827200,ORD2392,1000,PRO1112,Long Black,8/17/2019,17,00,00,08,3,00,33,2019,18125,1566000000,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Ordered,Purchase,8/16/2019,16,00,00,08,3,00,33,2019,18124,1565913600,ORD2393,500,PRO1113,Macchiato,8/18/2019,18,00,00,08,3,00,33,2019,18126,1566086400,WSW1001
8/20/2019,20,00,00,08,3,00,34,2019,18128,1566259200,SERVICEPROVIDER1009,PROVIDER1022,Order Received,Purchase,8/17/2019,17,00,00,08,3,00,33,2019,18125,1566000000,ORD2394,1500,PRO1114,Mochaccino,8/19/2019,19,00,00,08,3,00,33,2019,18127,1566172800,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1022,Order Picked,Purchase,8/18/2019,18,00,00,08,3,00,33,2019,18126,1566086400,ORD2395,500,PRO1115,Irish�Coffee,8/20/2019,20,00,00,08,3,00,34,2019,18128,1566259200,WSW1001
"",,,,,,,,,0,0,SERVICEPROVIDER1009,PROVIDER1021,Order Packaged,Purchase,8/19/2019,19,00,00,08,3,00,33,2019,18127,1566172800,ORD2396,1500,PRO1116,raspberries,8/21/2019,21,00,00,08,3,00,34,2019,18129,1566345600,WSW1001
